法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
法律,昭和四十二年法律第百二号,中部圏の都市整備区域、都市開発区域及び保全区域の整備等に関する法律,ちゅうぶけんのとしせいびくいきとしかいはつくいきおよびほぜんくいきのせいびとうにかんするほうりつ,,昭和四十二年七月三十一日,,平成二十三年法律第百五号,平成二十三年八月三十日,平成二十三年八月三十日,,342AC0000000102,https://laws.e-gov.go.jp/law/342AC0000000102/20110830_423AC0000000105,
法律,昭和四十二年法律第百三号,近畿圏の保全区域の整備に関する法律,きんきけんのほぜんくいきのせいびにかんするほうりつ,,昭和四十二年七月三十一日,都市緑地法等の一部を改正する法律,令和六年法律第四十号,令和六年五月二十九日,令和六年十一月八日,,342AC0000000103,https://laws.e-gov.go.jp/law/342AC0000000103/20241108_506AC0000000040,
法律,昭和四十二年法律第百四号,昭和四十二年度以後における国家公務員等共済組合等からの年金の額の改定に関する法律,しょうわよんじゅうにねんどいごにおけるこっかこうむいんとうきょうさいくみあいとうからのねんきんのがくのかいていにかんするほうりつ,,昭和四十二年七月三十一日,,昭和六十年法律第四十九号,昭和六十年六月七日,昭和六十年六月七日,,342AC0000000104,https://laws.e-gov.go.jp/law/342AC0000000104/19850607_360AC0000000049,
法律,昭和四十二年法律第百五号,昭和四十二年度以後における地方公務員等共済組合法の年金の額の改定等に関する法律,しょうわよんじゅうにねんどいごにおけるちほうこうむいんとうきょうさいくみあいほうのねんきんのがくのかいていとうにかんするほうりつ,,昭和四十二年七月三十一日,,平成二十三年法律第五十六号,平成二十三年五月二十七日,平成二十三年六月一日,,342AC0000000105,https://laws.e-gov.go.jp/law/342AC0000000105/20110601_423AC0000000056,
法律,昭和四十二年法律第百十号,公共用飛行場周辺における航空機騒音による障害の防止等に関する法律,こうきょうようひこうじょうしゅうへんにおけるこうくうきそうおんによるしょうがいのぼうしとうにかんするほうりつ,,昭和四十二年八月一日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,342AC0000000110,https://laws.e-gov.go.jp/law/342AC0000000110/20160401_426AC0000000069,
法律,昭和四十二年法律第百十四号,引揚者等に対する特別交付金の支給に関する法律,ひきあげしゃとうにたいするとくべつこうふきんのしきゅうにかんするほうりつ,,昭和四十二年八月一日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,342AC0000000114,https://laws.e-gov.go.jp/law/342AC0000000114/20160401_426AC0000000069,
法律,昭和四十二年法律第百二十一号,地方公務員災害補償法,ちほうこうむいんさいがいほしょうほう,,昭和四十二年八月一日,一般職の職員の給与に関する法律等の一部を改正する法律,令和七年法律第八十九号,令和七年十二月二十四日,令和八年四月一日,,342AC0000000121,https://laws.e-gov.go.jp/law/342AC0000000121/20260401_507AC0000000089,
法律,昭和四十二年法律第百二十一号,地方公務員災害補償法,ちほうこうむいんさいがいほしょうほう,,昭和四十二年八月一日,医療法等の一部を改正する法律,令和七年法律第八十七号,令和七年十二月十二日,令和十年十二月十一日,公布の日から起算して三年を超えない範囲内において政令で定める日,342AC0000000121,https://laws.e-gov.go.jp/law/342AC0000000121/20281211_507AC0000000087,○
法律,昭和四十二年法律第百二十二号,通関業法,つうかんぎょうほう,,昭和四十二年八月一日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,342AC0000000122,https://laws.e-gov.go.jp/law/342AC0000000122/20250601_504AC0000000068,
法律,昭和四十二年法律第百三十五号,石炭鉱業年金基金法,せきたんこうぎょうねんきんききんほう,,昭和四十二年八月十六日,社会経済の変化を踏まえた年金制度の機能強化のための国民年金法等の一部を改正する等の法律,令和七年法律第七十四号,令和七年六月二十日,令和八年四月一日,,342AC0000000135,https://laws.e-gov.go.jp/law/342AC0000000135/20260401_507AC0000000074,
法律,昭和四十二年法律第百四十九号,液化石油ガスの保安の確保及び取引の適正化に関する法律,えきかせきゆがすのほあんのかくほおよびとりひきのてきせいかにかんするほうりつ,,昭和四十二年十二月二十八日,消費生活用製品安全法等の一部を改正する法律,令和六年法律第六十七号,令和六年六月二十六日,令和七年十二月二十五日,,342AC0000000149,https://laws.e-gov.go.jp/law/342AC0000000149/20251225_506AC0000000067,
法律,昭和四十二年法律第百四十九号,液化石油ガスの保安の確保及び取引の適正化に関する法律,えきかせきゆがすのほあんのかくほおよびとりひきのてきせいかにかんするほうりつ,,昭和四十二年十二月二十八日,高圧ガス保安法等の一部を改正する法律,令和四年法律第七十四号,令和四年六月二十二日,令和八年十二月二十一日,,342AC0000000149,https://laws.e-gov.go.jp/law/342AC0000000149/20261221_504AC0000000074,○
法律,昭和四十二年法律第百三十号,計理士の名称の使用に関する法律,けいりしのめいしょうのしようにかんするほうりつ,,昭和四十二年八月二日,,,昭和四十二年八月二日,昭和四十二年八月二日,,342AC1000000130,https://laws.e-gov.go.jp/law/342AC1000000130/19670802_000000000000000,
法律,昭和四十二年法律第百三十一号,土砂等を運搬する大型自動車による交通事故の防止等に関する特別措置法,どしゃとうをうんぱんするおおがたじどうくるまによるこうつうじこのぼうしとうにかんするとくべつそちほう,,昭和四十二年八月二日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,342AC1000000131,https://laws.e-gov.go.jp/law/342AC1000000131/20250601_504AC0000000068,
政令,昭和四十二年政令第二号,ダム使用権登録令,だむしようけんとうろくれい,,昭和四十二年一月六日,民事訴訟法等の一部を改正する法律の施行及び民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律の一部の施行に伴う関係政令の整備に関する政令,令和八年政令第三十八号,令和八年三月十八日,令和八年五月二十一日,,342CO0000000002,https://laws.e-gov.go.jp/law/342CO0000000002/20260521_508CO0000000038,
政令,昭和四十二年政令第三号,流通業務市街地の整備に関する法律施行令,りゅうつうぎょうむしがいちのせいびにかんするほうりつしこうれい,,昭和四十二年一月六日,都市緑地法等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,平成二十九年政令第百五十六号,平成二十九年六月十四日,平成三十年四月一日,,342CO0000000003,https://laws.e-gov.go.jp/law/342CO0000000003/20180401_429CO0000000156,
政令,昭和四十二年政令第十三号,首都圏近郊緑地保全法施行令,しゅとけんきんこうりょくちほぜんほうしこうれい,,昭和四十二年二月二日,電気通信事業法及び日本電信電話株式会社等に関する法律の一部を改正する法律の施行に伴う関係政令の整備に関する政令,令和八年政令第百七十六号,令和八年五月二十二日,令和八年五月二十七日,,342CO0000000013,https://laws.e-gov.go.jp/law/342CO0000000013/20260527_508CO0000000176,
政令,昭和四十二年政令第二十号,中部圏開発整備法施行令,ちゅうぶけんかいはつせいびほうしこうれい,,昭和四十二年二月二十一日,国立健康危機管理研究機構法及び国立健康危機管理研究機構法の施行に伴う関係法律の整備に関する法律の施行に伴う関係政令の整備に関する政令,令和七年政令第十九号,令和七年一月二十九日,令和七年四月一日,,342CO0000000020,https://laws.e-gov.go.jp/law/342CO0000000020/20250401_507CO0000000019,
